Visitor #,Timestamp,Visitor Id,Repeat Visitor,NumbeOfVisit,Visitor Name(Premium),Referrer,Keywords,Entrance Page,Visit Duration(seconds)(Premium),Visit Depth(Premium),Conversions(Premium),Click Path(Premium),IP,Organization,Country,Region,City,Postal Code,Screen Size,Browser,OS,User Agent
48,Sep 1 2020 08:42:56 PM,X04zwDcsaHPvOnSpdg4UKgAAAAU,no,1,,session_resume::www.helldog-s.com/body,,https://www.helldog-s.com/body,62,1,,https://www.helldog-s.com/body (62 seconds),223.38.24.78,SK Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 156.0.0.26.109 (iPhone10,4; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=2.00; 750x1334; 240132115)"
47,Sep 1 2020 08:35:28 PM,X04x-6mLtOsHQ3vY2a7c2QAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/body,51,1,,https://www.helldog-s.com/body (51 seconds),2001:e60:106d:dcf3:2969:d1e0:bf2b:30ce,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 155.0.0.26.107 (iPhone12,3; iOS 13_6; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 238897012)"
46,Sep 1 2020 08:03:20 PM,X04qeGx3yUpN0R76gPZ15AAAAAA,no,1,,https://l.instagram.com,,https://www.helldog-s.com/model-and-actor,6,1,,https://www.helldog-s.com/model-and-actor (6 seconds),117.111.3.217,LG Uplus,South Korea,Seoul,Seoul,2878,384x938,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-F700N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 Instagram 154.0.0.32.123 Android (29/10; 450dpi; 1080x2503; samsung; SM-F700N; bloomq; qcom; k"
45,Sep 1 2020 07:36:13 PM,X04kHHGnqJUbTHYHNqdrCgAAAAA,no,1,,https://www.linkedin.com,,https://www.helldog-s.com,5,1,,https://www.helldog-s.com (5 seconds),2001:e60:3163:69ef:7101:ec37:51d0:d8c,Korea Telecom,South Korea,Gyeonggi-do,Yangju,11445,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]"
44,Sep 1 2020 06:06:56 PM,X04PLx5s3Cme@3-umaWvagAAAAA,no,1,,https://m.blog.naver.com/PostView.nhn?blogId=kimtknh&logNo=221856589844&proxyReferer=https://m.blog.naver.com/kimtknh/221893134878,,https://www.helldog-s.com/body,42,1,,https://www.helldog-s.com/body (42 seconds),110.13.55.130,SK Broadband,South Korea,Gyeonggi-do,Yongin-si,17049,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G977N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
43,Sep 1 2020 04:55:37 PM,X03@eF8bHqtstq7n6J3l4AAAAAE,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=애견촬영&referenceId=&pagingIndex=2,애견촬영,https://www.helldog-s.com/dog,98,9,,https://www.helldog-s.com/dog (32 seconds) > https://www.helldog-s.com/person (2 seconds) > https://www.helldog-s.com/product (8 seconds) > https://www.helldog-s.com/zoo (14 seconds) > https://www.helldog-s.com/food (5 seconds) > https://www.helldog-s.com/street (18 seconds) > https://www.helldog-s.com/food (5 seconds) > https://www.helldog-s.com/dog (2 seconds) > https://www.helldog-s.com/animalcompany (14 seconds),106.254.0.178,LG DACOM Corporation,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Whale/2.8.105.22 Safari/537.36"
42,Sep 1 2020 04:07:12 PM,X03br7ISU3FeKk8fax4CFQAAAAM,yes,2,,https://l.instagram.com,,https://www.helldog-s.com/model-and-actor,116,3,,https://www.helldog-s.com/model-and-actor (34 seconds) > https://www.helldog-s.com/person (41 seconds) > https://www.helldog-s.com/model-and-actor (42 seconds),2001:e60:9314:965:6c93:124a:a1a4:3c41,Korea Telecom,South Korea,Seoul,Seoul,2878,360x800,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G981N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 156.0.0.26.109 Android (29/10; 480dpi; 1080x2178; samsung; SM-G981N; x1q; qcom; ko_KR"
41,Sep 1 2020 04:04:55 PM,X03yliBgKKa5s3GTWcU8HQAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/after-finish,92,1,,https://www.helldog-s.com/after-finish (92 seconds),223.62.172.200,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
40,Sep 1 2020 03:33:12 PM,X03rJ0s3P1Uz4qsyscnMGgAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/about-studio,322,8,,https://www.helldog-s.com/about-studio (13 seconds) > https://www.helldog-s.com/grapher (2 seconds) > https://www.helldog-s.com/about-studio (222 seconds) > https://www.helldog-s.com/grapher (41 seconds) > https://www.helldog-s.com/contact (6 seconds) > https://www.helldog-s.com/person (18 seconds) > https://www.helldog-s.com/location (13 seconds) > https://www.helldog-s.com/ceo (9 seconds),121.162.157.1,Korea Telecom,South Korea,Seoul,Seoul,2878,1920x1080,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
39,Sep 1 2020 03:32:40 PM,X03rBxh9Il-P1RqGuWmAdQAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/contact,41,3,,https://www.helldog-s.com/contact (2 seconds) > https://www.helldog-s.com/grapher (33 seconds) > https://www.helldog-s.com/contact (6 seconds),210.96.18.1,Korea Telecom,South Korea,Chungcheongnam-do,Cheonan,31132,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1"
38,Sep 1 2020 03:17:07 PM,X03nY6GoSGJqu318jj8NQwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,103,6,,https://www.helldog-s.com (42 seconds) > https://www.helldog-s.com/artwork-dark (14 seconds) > https://www.helldog-s.com/artwork-creative-h-and-m (8 seconds) > https://www.helldog-s.com/evil-omen (8 seconds) > https://www.helldog-s.com/portrait-strong (13 seconds) > https://www.helldog-s.com/good-omen (19 seconds),2001:e60:1040:44d0:30f4:1267:5e33:930f,Korea Telecom,South Korea,Seoul,Gangdong-gu,5292,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 156.0.0.26.109 (iPhone12,5; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1242x2688; 240132115)"
37,Sep 1 2020 02:56:58 PM,X03iqbdn7jsx8lwbYsylEAAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/lesson-photo,63,2,,https://www.helldog-s.com/lesson-photo (50 seconds) > https://www.helldog-s.com/contact (13 seconds),61.42.53.61,LG DACOM Corporation,South Korea,Gyeonggi-do,Pyeongtaek-si,17910,1200x1920,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
36,Sep 1 2020 02:52:06 PM,X0zmx-KbV7BhwbpQubTTrQAAAAA,yes,2,,Direct Access,,https://www.helldog-s.com/lesson-photo,7,1,,https://www.helldog-s.com/lesson-photo (7 seconds),58.150.30.214,LG DACOM Corporation,South Korea,Seoul,Yeongdeungpo-dong,7247,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1"
35,Sep 1 2020 02:50:34 PM,X03hKYs09h0uY1Cli4PYWQAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/grapher,50,3,,https://www.helldog-s.com/grapher (5 seconds) > https://www.helldog-s.com/contact (14 seconds) > https://www.helldog-s.com/review-board (32 seconds),2001:2d8:ea2b:62d6:45ab:69a2:43d9:362c,SK Telecom,South Korea,Incheon,Incheon,21539,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 156.0.0.26.109 (iPhone12,3; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 240132115)"
34,Sep 1 2020 02:27:12 PM,X03br7ISU3FeKk8fax4CFQAAAAM,no,1,,https://l.instagram.com,,https://www.helldog-s.com/model-and-actor,125,8,,https://www.helldog-s.com/model-and-actor (5 seconds) > https://www.helldog-s.com/ceo (13 seconds) > https://www.helldog-s.com/person (25 seconds) > https://www.helldog-s.com/model-and-actor (8 seconds) > https://www.helldog-s.com/musician (42 seconds) > https://www.helldog-s.com/ceo (3 seconds) > https://www.helldog-s.com/body (18 seconds) > https://www.helldog-s.com/musician (13 seconds),2001:e60:9314:965:6c93:124a:a1a4:3c41,Korea Telecom,South Korea,Seoul,Seoul,2878,360x800,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G981N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 156.0.0.26.109 Android (29/10; 480dpi; 1080x2178; samsung; SM-G981N; x1q; qcom; ko_KR"
33,Sep 1 2020 01:49:22 PM,X03S0VgwpXadKz5ZaUteXAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,519,6,,https://www.helldog-s.com (27 seconds) > https://www.helldog-s.com/uniform (52 seconds) > https://www.helldog-s.com/lookbook (79 seconds) > https://www.helldog-s.com/product (36 seconds) > https://www.helldog-s.com/kids (13 seconds) > https://www.helldog-s.com/ceo (314 seconds),121.141.196.120,Korea Telecom,South Korea,Seoul,Yangcheon-gu,8070,768x1024,Chrome,Android,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-T813) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Safari/537.36"
32,Sep 1 2020 01:31:52 PM,X03Otx1DB@fNZQHJabDeiQAAAAI,no,1,,https://l.instagram.com,,https://www.helldog-s.com,122,5,,https://www.helldog-s.com (19 seconds) > https://www.helldog-s.com (29 seconds) > https://www.helldog-s.com/lookbook (32 seconds) > https://www.helldog-s.com/ceo (10 seconds) > https://www.helldog-s.com/grapher (32 seconds),2001:2d8:e52f:48c8::454:a07,SK Telecom,South Korea,Gyeonggi-do,Ansan-si,15345,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N971N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.111 Mobile Safari/537.36 Instagram 153.0.0.34.96 Android (29/10; 480dpi; 1080x2046; samsung; SM-N971N; d1x; exynos9825;"
31,Sep 1 2020 01:21:22 PM,X03MQbLHxQ0xW5VyIVuELAAAAAM,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=바디프로필&referenceId=U037klp0JWVssdtMQglssssstxG-265068,바디프로필,https://www.helldog-s.com/body,6,1,,https://www.helldog-s.com/body (6 seconds),2001:e60:9135:567a::9c0a:df0d,Korea Telecom,South Korea,Seoul,Gangnam-gu,6333,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N976N/KSU1CTG3) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.0 Chrome/79.0.3945.136 Mobile Safari/537.36"
30,Sep 1 2020 01:20:02 PM,X03L8v9Z5wJAoJN7dIjc9gAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com/body,260,8,,https://www.helldog-s.com/body (34 seconds) > https://www.helldog-s.com/person (50 seconds) > https://www.helldog-s.com/body (42 seconds) > https://www.helldog-s.com/model-and-actor (13 seconds) > https://www.helldog-s.com/musician (33 seconds) > https://www.helldog-s.com/body (14 seconds) > https://www.helldog-s.com/seminude (33 seconds) > https://www.helldog-s.com/bj (43 seconds),223.62.162.111,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 146.0.0.21.122 (iPhone12,3; iOS 13_6; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 220223664)"
29,Sep 1 2020 01:19:01 PM,X03Ltbp7M3fnVT9s731FgAAAAAA,no,1,,session_resume::www.helldog-s.com,,https://www.helldog-s.com/lookbook,211,3,,https://www.helldog-s.com/lookbook (47 seconds) > https://www.helldog-s.com/uniform (33 seconds) > https://www.helldog-s.com/uniform (132 seconds),121.141.196.000,Korea Telecom,South Korea,Seoul,Yangcheon-gu,8070,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N976N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
28,Sep 1 2020 12:32:57 PM,X0y2m2bY7pPatx2xpsl7RwAAAAM,no,2,,https://www.linkedin.com,,https://www.helldog-s.com/grapher,3,1,,https://www.helldog-s.com/grapher (3 seconds),223.38.22.27,SK Telecom,South Korea,Seoul,Seoul,2878,414x736,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]"
27,Sep 1 2020 09:49:32 AM,X02anCJjg7T1GZBAiur7lQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,0,1,,https://www.helldog-s.com/grapher (0 seconds),222.109.181.82,Korea Telecom,South Korea,Seoul,Gwangjin-gu,5111,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G973N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
26,Sep 1 2020 09:33:57 AM,X02W9dsVBniG48X1-3tbcQAAAAE,no,1,,https://www.linkedin.com,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),221.140.115.234,SK Broadband,South Korea,Gyeonggi-do,Yongin-si,17049,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]"
25,Sep 1 2020 09:14:43 AM,X02Sch6AC-n@R11tcsEvlgAAAAE,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=고양이+스튜디오&oquery=키키코&tqi=U02dIlp0Yidss5Q1RLKssssstVG-323871,고양이 스튜디오,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),1.243.191.71,SK Broadband,South Korea,Incheon,Namdong-gu,21646,1280x720,Edge,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.41"
24,Sep 1 2020 08:25:35 AM,X02G7l-rCAWXKlFU9ZPANwAAAAI,no,1,,linkedin.android,,https://www.helldog-s.com/grapher,0,1,,https://www.helldog-s.com/grapher (0 seconds),58.140.66.93,DLIVE,South Korea,Seoul,Seoul,2878,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SM-G950N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
23,Sep 1 2020 07:55:19 AM,X01-14xE1tEs8LwvC025@wAAAAQ,no,1,,https://www.linkedin.com,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),116.41.113.13,Lg Powercomm,South Korea,Seoul,Jongno-gu,3020,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]"
22,Sep 1 2020 03:21:57 AM,X00-xMLMBgQCIj0u1crpCgAAAAM,no,1,,https://m.search.naver.com/search.naver?query=헬독스&where=m&sm=mtp_hty.top,헬독스,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),2001:e60:104b:3644:3030:91a9:42c4:2f01,Korea Telecom,South Korea,Gyeonggi-do,Seongnam-si,13332,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
21,Sep 1 2020 01:56:53 AM,X00r1CvWXYgheIB45Hta5AAAAAA,no,1,,https://www.google.com,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),122.252.117.000,LG HelloVision Corp.,South Korea,Jeollanam-do,Suncheon,57956,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
20,Sep 1 2020 12:15:55 AM,X00UKuxrrHwbYF0rQpo0TgAAAAA,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=남자바디프로필&referenceId=U00MYwp0JywsssMO38Gssssssds-113130&pagingIndex=2,남자바디프로필,https://www.helldog-s.com/body,0,1,,https://www.helldog-s.com/body (0 seconds),1.11.194.145,LG HelloVision Corp.,South Korea,Gyeonggi-do,Gimpo-si,10108,1536x864,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
19,Aug 31 2020 10:56:06 PM,X00BdpQadKPAcrEaonl70AAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com/after-finish,0,1,,https://www.helldog-s.com/after-finish (0 seconds),223.38.21.75,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
18,Aug 31 2020 09:58:30 PM,X0zz9S4MK3Kh1b-2uaUKQgAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/bj,0,1,,https://www.helldog-s.com/bj (0 seconds),58.150.30.214,LG DACOM Corporation,South Korea,Seoul,Yeongdeungpo-dong,7247,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
17,Aug 31 2020 09:47:07 PM,X0zxSq0kctTwEWOXAgyAZgAAAAA,no,1,,https://naver.com,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),2001:2d8:ed30:4d69:95b1:843a:abee:ec72,SK Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
16,Aug 31 2020 09:47:04 PM,X0zxSPbkRoU9vULFd@6PEAAAAAU,no,1,,https://naver.com,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),2001:e60:1023:2579:590f:41a7:b121:af7e,Korea Telecom,South Korea,Chungcheongnam-do,Cheonan,31132,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
15,Aug 31 2020 09:02:16 PM,X0zmx-KbV7BhwbpQubTTrQAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/lesson-photo,0,1,,https://www.helldog-s.com/lesson-photo (0 seconds),58.150.30.214,LG DACOM Corporation,South Korea,Seoul,Yeongdeungpo-dong,7247,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1"
14,Aug 31 2020 08:56:43 PM,X0zlewLA87rYJaXU21URvQAAAAQ,no,1,,Direct Access,,https://www.helldog-s.com/person,0,1,,https://www.helldog-s.com/person (0 seconds),14.36.31.204,Korea Telecom,South Korea,Seoul,Geumcheon-gu,8620,2133x1200,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
13,Aug 31 2020 08:47:18 PM,X0zjRVcI5t4ibP9F2xc1gwAAAAA,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=길거리+사진+스튜디오&oquery=프로필+사진+스튜디오&tqi=U0zBLwp0J1sssQhCZDNssssssOl-122389,길거리 사진 스튜디오,https://www.helldog-s.com/street,0,1,,https://www.helldog-s.com/street (0 seconds),123.109.127.130,T Broad,South Korea,Seoul,Gangbuk-gu,1016,1680x1050,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Whale/2.8.105.22 Safari/537.36"
12,Aug 31 2020 08:01:34 PM,X0zYjdmpyB9fB4buPKM@kwAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/grapher,0,1,,https://www.helldog-s.com/grapher (0 seconds),118.221.9.000,SK Broadband,South Korea,Gyeonggi-do,Goyang-si,10461,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N976N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
11,Aug 31 2020 05:36:43 PM,X0y2m2bY7pPatx2xpsl7RwAAAAM,no,1,,https://www.linkedin.com,,https://www.helldog-s.com/grapher,0,1,,https://www.helldog-s.com/grapher (0 seconds),223.38.22.27,SK Telecom,South Korea,Seoul,Seoul,2878,414x736,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]"
10,Aug 31 2020 05:24:34 PM,X0yzwXQdmIA@xfy9xJ@jSAAAAAI,no,1,,https://l.instagram.com,,https://www.helldog-s.com/model-and-actor,0,1,,https://www.helldog-s.com/model-and-actor (0 seconds),123.109.216.196,T Broad,South Korea,Seoul,Seodaemun-gu,3660,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SM-A530N Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Instagram 156.0.0.26.109 Android (28/9; 480dpi; 1080x2076; samsung; SM-A530N; jackpotlteks; sams"
9,Aug 31 2020 05:17:17 PM,X0yyDXoeIg6IPkANgkIDPwAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),220.93.120.6,Korea Telecom,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
8,Aug 31 2020 05:12:08 PM,X0yw18@KUsTKmloPSi4SrwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),1.231.115.155,SK Broadband,South Korea,Seoul,Seongdong-gu,4743,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
7,Aug 31 2020 04:57:01 PM,X0ytTZ6rUH0ymloJh0SiogAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),221.146.248.179,Korea Telecom,South Korea,Seoul,Eunpyeong-gu,3352,1685x1053,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
6,Aug 31 2020 04:54:13 PM,X0yspMrnlxa@Db4IZkDP5AAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),59.27.13.139,Korea Telecom,South Korea,Daejeon,Daejeon,34943,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
5,Aug 31 2020 04:45:39 PM,X0yqo6TFHpdSzZ8U@Zw2tAAAAAM,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=여자+바디프로필+스튜디오&oquery=동작구+여자+바디프로필+사진&tqi=U0yp5lprvxssssq+rPdssssst8N-460353,여자 바디프로필 스튜디오,https://www.helldog-s.com/body,0,1,,https://www.helldog-s.com/body (0 seconds),222.112.237.43,Korea Telecom,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36"
4,Aug 31 2020 04:10:58 PM,X0yigW319Zc4AbH4Kr9JUgAAAAM,no,1,,https://naver.com,,https://www.helldog-s.com/lookbook?NaPm=ct=kei6oj40|ci=0yS0001SCyLtCrMdLf2w|tr=sa|hk=5eba490f45ccde9c08c261d0d1bf09c27e2f9de6,0,1,,https://www.helldog-s.com/lookbook?NaPm=ct=kei6oj40|ci=0yS0001SCyLtCrMdLf2w|tr=sa|hk=5eba490f45ccde9c08c261d0d1bf09c27e2f9de6 (0 seconds),124.61.76.166,Lg Powercomm,South Korea,Seoul,Gangnam-gu,6333,1440x900,Safari,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15"
3,Aug 31 2020 03:28:19 PM,X0yYg7qtIw1ZcpbbPE4MKgAAAAE,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=쇼핑몰스튜디오&referenceId=U0ygDlprvmZssTqrmN8ssssst14-331135&pagingIndex=5,쇼핑몰스튜디오,https://www.helldog-s.com,0,1,,https://www.helldog-s.com (0 seconds),175.209.23.183,Korea Telecom,South Korea,Seoul,Seoul,2878,1366x768,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
